Customer_id,Age,Gender,City,Tenure (months),Monthly spend,Total orders,App usage time,Days since last login,Cart abandon rate,Support tickets,Discount usage,Payment method,Churn,Customer status,Spending segment,Engagement segment,Activity status,Revenue per order,Order frequency,Customer risk level
228963,57,Male,Pune,16,4146,45,44,279,0.43,26,0.63,Card,Yes,churned,Low,Low,Churn Risk,1474,2.81,Medium Risk
228964,44,Male,Kolkata,27,13178,221,263,171,0.33,20,0.53,NetBanking,No,stayed,Medium,High,Churn Risk,1610,8.19,Medium Risk
228965,57,Male,Chennai,87,17508,348,294,281,0.19,6,0.47,Card,No,stayed,High,High,Churn Risk,4377,4,Medium Risk
228966,30,Female,Mumbai,56,17082,346,193,306,0.6,23,0.68,COD,Yes,churned,High,High,Churn Risk,2765,6.18,Medium Risk
228967,43,Female,Delhi,35,16011,148,169,100,0.26,21,0.09,Card,No,stayed,High,Medium,Churn Risk,3786,4.23,Medium Risk
228968,31,Female,Hyderabad,13,8535,77,254,69,0.39,4,0.8,NetBanking,No,stayed,Medium,High,Dormant,1441,5.92,Medium Risk
228969,49,Female,Hyderabad,35,8447,359,187,116,0.34,8,0.84,COD,No,stayed,Medium,High,Churn Risk,824,10.26,Medium Risk
228970,28,Female,Kolkata,89,19132,391,58,290,0.64,2,0.84,NetBanking,Yes,churned,High,Low,Churn Risk,4355,4.39,Medium Risk
228971,55,Male,Delhi,34,11415,280,42,103,0.33,5,0.82,Card,Yes,churned,Medium,Low,Churn Risk,1386,8.24,Medium Risk
228972,33,Female,Chennai,118,12268,299,67,230,0.69,27,0.25,NetBanking,No,stayed,Medium,Low,Churn Risk,4842,2.53,Medium Risk
228973,39,Male,Chennai,60,9605,29,186,50,0.03,7,0.92,UPI,No,stayed,Medium,High,Dormant,19872,0.48,Medium Risk
228974,64,Female,Delhi,87,14437,109,168,36,0.27,3,0.57,COD,No,stayed,Medium,Medium,Dormant,11523,1.25,Medium Risk
228975,33,Female,Hyderabad,36,4751,146,269,130,0.4,5,0.97,COD,No,stayed,Low,High,Churn Risk,1171,4.06,Medium Risk
228976,30,Female,Kolkata,5,9324,63,233,297,0.09,1,0.41,Card,No,stayed,Medium,High,Churn Risk,740,12.6,Medium Risk
228977,29,Female,Delhi,113,16696,116,5,229,0.28,4,0.57,UPI,No,stayed,High,Low,Churn Risk,16264,1.03,Medium Risk
228978,35,Male,Mumbai,47,13515,71,239,242,0.83,29,0.5,UPI,Yes,churned,Medium,High,Churn Risk,8947,1.51,Medium Risk
228979,46,Female,Kolkata,102,18781,2,84,31,0.77,8,0.78,UPI,No,stayed,High,Medium,Dormant,957831,0.02,Medium Risk
228980,35,Female,Pune,15,1134,5,58,284,0.91,24,0.15,UPI,Yes,churned,Low,Low,Churn Risk,3402,0.33,Medium Risk
228981,63,Male,Bangalore,68,2978,96,66,177,0.1,0,0.03,NetBanking,No,stayed,Low,Low,Churn Risk,2109,1.41,Medium Risk
228982,19,Female,Pune,79,18246,13,278,202,0.6,7,0.7,NetBanking,No,stayed,High,High,Churn Risk,110880,0.16,Medium Risk
228983,19,Male,Delhi,68,18696,63,31,236,0.87,28,0.25,NetBanking,Yes,churned,High,Low,Churn Risk,20180,0.93,Medium Risk
228984,20,Male,Bangalore,68,14911,166,290,83,0.09,27,0.15,UPI,Yes,churned,Medium,High,Dormant,6108,2.44,Medium Risk
228985,46,Male,Delhi,27,19689,314,133,266,0.26,6,0.29,NetBanking,No,stayed,High,Medium,Churn Risk,1693,11.63,Medium Risk
228986,25,Female,Pune,118,17516,366,122,263,0.61,15,0.02,COD,No,stayed,High,Medium,Churn Risk,5647,3.1,Medium Risk
228987,28,Male,Delhi,85,15556,367,164,120,0.41,7,0.03,UPI,No,stayed,High,Medium,Churn Risk,3603,4.32,Medium Risk
228988,29,Male,Kolkata,66,17578,9,109,221,0.02,20,0.53,COD,No,stayed,High,Medium,Churn Risk,128905,0.14,Medium Risk
228989,49,Female,Bangalore,96,1693,173,68,289,0.06,4,0.47,UPI,Yes,churned,Low,Low,Churn Risk,939,1.8,Medium Risk
228990,21,Male,Mumbai,20,4649,294,113,6,0.92,16,0.29,UPI,Yes,churned,Low,Medium,Highly Active,316,14.7,Medium Risk
228991,26,Female,Hyderabad,16,15328,341,122,127,0.75,26,0.09,Card,Yes,churned,High,Medium,Churn Risk,719,21.31,Medium Risk
228992,41,Male,Pune,15,12734,70,129,289,0.22,9,0.07,NetBanking,Yes,churned,Medium,Medium,Churn Risk,2729,4.67,Medium Risk
228993,66,Male,Chennai,75,8585,302,109,96,0.83,8,0.29,Card,Yes,churned,Medium,Medium,Churn Risk,2132,4.03,Medium Risk
228994,33,Female,Mumbai,93,6103,124,157,112,0.37,4,0.29,NetBanking,Yes,churned,Medium,Medium,Churn Risk,4577,1.33,Medium Risk
228995,34,Female,Bangalore,98,18379,312,94,156,0.55,2,0.81,Card,No,stayed,High,Medium,Churn Risk,5773,3.18,Medium Risk
228996,64,Female,Chennai,10,9836,282,109,136,0.15,14,0.49,NetBanking,Yes,churned,Medium,Medium,Churn Risk,349,28.2,Medium Risk
228997,69,Male,Bangalore,30,15912,322,284,187,0.23,28,0.03,COD,No,stayed,High,High,Churn Risk,1482,10.73,Medium Risk
228998,39,Male,Pune,26,14557,368,84,250,0.16,18,0.33,UPI,Yes,churned,Medium,Medium,Churn Risk,1028,14.15,Medium Risk
228999,24,Male,Chennai,2,5255,262,43,272,0.64,2,0.81,NetBanking,Yes,churned,Medium,Low,Churn Risk,40,131,Medium Risk
229000,27,Female,Hyderabad,68,8002,193,221,94,0.34,0,0.08,NetBanking,Yes,churned,Medium,High,Churn Risk,2819,2.84,Medium Risk
229001,46,Male,Hyderabad,57,18142,64,247,214,0.72,15,0.67,NetBanking,No,stayed,High,High,Churn Risk,16158,1.12,Medium Risk
229002,53,Female,Hyderabad,76,2268,82,123,237,0.07,18,0.25,NetBanking,No,stayed,Low,Medium,Churn Risk,2102,1.08,Medium Risk
229003,41,Female,Bangalore,33,16604,349,228,100,0.53,25,0.68,Card,No,stayed,High,High,Churn Risk,1570,10.58,Medium Risk
229004,63,Male,Pune,16,8309,293,125,329,0.43,29,0.58,UPI,No,stayed,Medium,Medium,Churn Risk,454,18.31,Medium Risk
229005,31,Female,Bangalore,2,2945,119,290,135,0.74,11,0.64,NetBanking,Yes,churned,Low,High,Churn Risk,50,59.5,Medium Risk
229006,31,Male,Chennai,89,6971,237,47,69,0.71,20,0.77,NetBanking,No,stayed,Medium,Low,Dormant,2618,2.66,Medium Risk
229007,42,Male,Bangalore,104,19926,248,131,86,0.62,26,0.4,Card,No,stayed,High,Medium,Dormant,8356,2.38,Medium Risk
229008,63,Female,Chennai,39,7590,371,237,217,0.49,28,0.03,Card,No,stayed,Medium,High,Churn Risk,798,9.51,Medium Risk
229009,39,Male,Bangalore,25,14911,47,173,273,0.6,26,0.69,NetBanking,No,stayed,Medium,Medium,Churn Risk,7931,1.88,Medium Risk
229010,69,Female,Bangalore,69,12928,121,78,313,0.04,7,0.08,COD,No,stayed,Medium,Medium,Churn Risk,7372,1.75,Medium Risk
229011,67,Female,Bangalore,5,11884,54,23,197,0.43,4,0.59,Card,Yes,churned,Medium,Low,Churn Risk,1100,10.8,Medium Risk
229012,64,Male,Kolkata,47,10074,145,265,63,0.58,16,0.17,UPI,No,stayed,Medium,High,Dormant,3265,3.09,Medium Risk
229013,40,Male,Kolkata,11,2142,332,207,3,0.98,24,0.02,NetBanking,No,stayed,Low,High,Highly Active,71,30.18,Medium Risk
229014,49,Female,Chennai,72,5783,221,231,119,0.41,16,0.16,NetBanking,No,stayed,Medium,High,Churn Risk,1884,3.07,Medium Risk
229015,43,Female,Hyderabad,51,14546,106,296,294,0.94,28,0.42,Card,Yes,churned,Medium,High,Churn Risk,6999,2.08,Medium Risk
229016,68,Male,Delhi,53,19409,141,53,77,0.33,2,0.49,NetBanking,No,stayed,High,Low,Dormant,7296,2.66,Medium Risk
229017,44,Male,Delhi,78,3991,27,9,359,0.86,16,0.01,Card,Yes,churned,Low,Low,Churn Risk,11530,0.35,High Risk
229018,62,Male,Kolkata,96,19975,371,5,42,0.38,15,0.9,UPI,No,stayed,High,Low,Dormant,5169,3.86,Medium Risk
229019,29,Female,Delhi,54,19717,58,41,269,0.78,19,0.64,Card,No,stayed,High,Low,Churn Risk,18357,1.07,Medium Risk
229020,36,Male,Hyderabad,27,7908,147,250,67,0.68,25,0.89,COD,Yes,churned,Medium,High,Dormant,1452,5.44,Medium Risk
229021,36,Female,Kolkata,22,2215,312,245,162,0.77,23,0.67,NetBanking,No,stayed,Low,High,Churn Risk,156,14.18,Medium Risk
229022,69,Female,Mumbai,89,15319,379,214,276,0.41,12,0.57,COD,No,stayed,High,High,Churn Risk,3597,4.26,Medium Risk
229023,51,Male,Chennai,38,19220,194,79,47,0.69,7,0.52,COD,No,stayed,High,Medium,Dormant,3765,5.11,Medium Risk
229024,49,Male,Chennai,20,7498,39,140,201,0.63,8,0.98,Card,Yes,churned,Medium,Medium,Churn Risk,3845,1.95,Medium Risk
229025,46,Female,Pune,56,17259,280,231,331,0.65,21,0.18,UPI,Yes,churned,High,High,Churn Risk,3452,5,Medium Risk
229027,52,Male,Bangalore,66,4778,33,218,222,0.16,12,0.39,COD,No,stayed,Low,High,Churn Risk,9556,0.5,Medium Risk
229028,59,Male,Kolkata,61,8669,176,251,200,0.99,5,0.2,NetBanking,Yes,churned,Medium,High,Churn Risk,3005,2.89,Medium Risk
229029,22,Male,Bangalore,100,7982,156,204,72,0.08,13,0.06,NetBanking,No,stayed,Medium,High,Dormant,5117,1.56,Medium Risk
229030,29,Female,Hyderabad,89,7747,375,45,363,0.79,9,0.48,Card,No,stayed,Medium,Low,Churn Risk,1839,4.21,Medium Risk
229031,24,Female,Chennai,35,14652,384,280,3,0.76,13,0.3,Card,No,stayed,Medium,High,Highly Active,1335,10.97,Medium Risk
229032,58,Male,Kolkata,108,8404,340,131,223,0.89,21,0.34,COD,No,stayed,Medium,Medium,Churn Risk,2670,3.15,Medium Risk
229033,19,Female,Chennai,20,12862,83,262,280,0.31,19,0.41,Card,Yes,churned,Medium,High,Churn Risk,3099,4.15,Medium Risk
229034,42,Female,Pune,20,9634,372,188,161,0.62,14,0.92,NetBanking,No,stayed,Medium,High,Churn Risk,518,18.6,Medium Risk
229035,27,Female,Bangalore,87,15008,247,280,26,0.36,25,0.65,COD,No,stayed,High,High,Active,5286,2.84,Medium Risk
229036,55,Male,Kolkata,70,2890,55,231,138,0.64,0,0.49,NetBanking,No,stayed,Low,High,Churn Risk,3678,0.79,Medium Risk
229037,61,Female,Mumbai,69,9597,136,66,234,0.99,25,0.06,COD,Yes,churned,Medium,Low,Churn Risk,4869,1.97,Medium Risk
229038,23,Female,Hyderabad,36,18689,49,259,335,0.09,5,0.38,NetBanking,No,stayed,High,High,Churn Risk,13731,1.36,Medium Risk
229039,44,Male,Chennai,90,8121,230,75,38,0.09,27,0.57,Card,Yes,churned,Medium,Low,Dormant,3178,2.56,Medium Risk
229041,27,Male,Hyderabad,118,3635,137,99,259,0.56,6,0.15,UPI,No,stayed,Low,Medium,Churn Risk,3131,1.16,Medium Risk
229042,26,Female,Mumbai,28,4280,111,259,186,0.15,29,0.37,Card,Yes,churned,Low,High,Churn Risk,1080,3.96,Medium Risk
229043,37,Male,Chennai,61,12785,209,244,181,0.04,12,0.78,COD,No,stayed,Medium,High,Churn Risk,3732,3.43,Medium Risk
229044,54,Female,Kolkata,82,11745,59,283,275,0.24,5,0.26,NetBanking,No,stayed,Medium,High,Churn Risk,16324,0.72,Medium Risk
229045,52,Male,Kolkata,48,5292,370,78,175,0.53,23,0.23,NetBanking,Yes,churned,Medium,Medium,Churn Risk,687,7.71,Medium Risk
229046,54,Female,Bangalore,26,15152,218,46,284,0.22,21,0.59,NetBanking,Yes,churned,High,Low,Churn Risk,1807,8.38,Medium Risk
229047,57,Female,Mumbai,18,4496,153,20,137,0.15,12,0.35,NetBanking,Yes,churned,Low,Low,Churn Risk,529,8.5,Medium Risk
229048,25,Female,Mumbai,52,5555,366,252,147,0.26,20,0.73,NetBanking,No,stayed,Medium,High,Churn Risk,789,7.04,Medium Risk
229049,63,Male,Delhi,96,1443,46,41,84,0.61,4,0.46,NetBanking,No,stayed,Low,Low,Dormant,3011,0.48,Medium Risk
229050,48,Female,Hyderabad,117,13663,242,12,193,0.66,13,0.78,NetBanking,Yes,churned,Medium,Low,Churn Risk,6606,2.07,High Risk
229051,66,Female,Bangalore,95,9672,112,245,210,0.75,17,0.92,UPI,Yes,churned,Medium,High,Churn Risk,8204,1.18,Medium Risk
229052,60,Male,Kolkata,32,2708,107,63,310,0.54,20,0.17,UPI,No,stayed,Low,Low,Churn Risk,810,3.34,Medium Risk
229053,33,Female,Delhi,86,18497,305,262,310,0,15,0.61,Card,No,stayed,High,High,Churn Risk,5216,3.55,Medium Risk
229054,45,Female,Mumbai,48,1424,280,144,159,0.03,16,0.85,NetBanking,Yes,churned,Low,Medium,Churn Risk,244,5.83,Medium Risk
229055,23,Female,Pune,33,2210,347,169,228,0.13,18,0.72,UPI,No,stayed,Low,Medium,Churn Risk,210,10.52,Medium Risk
229057,45,Male,Kolkata,8,13514,214,107,246,0.95,12,0.88,NetBanking,Yes,churned,Medium,Medium,Churn Risk,505,26.75,Medium Risk
229058,28,Female,Hyderabad,78,4071,176,237,19,0.15,9,0.27,UPI,No,stayed,Low,High,Active,1804,2.26,Medium Risk
229059,59,Male,Hyderabad,89,4838,206,80,260,0,25,0.79,COD,Yes,churned,Low,Medium,Churn Risk,2090,2.31,Medium Risk
229060,40,Female,Chennai,81,7388,204,39,162,0.4,21,0.98,Card,Yes,churned,Medium,Low,Churn Risk,2933,2.52,Medium Risk
229061,47,Male,Hyderabad,75,11416,250,253,129,0.92,19,0.24,Card,Yes,churned,Medium,High,Churn Risk,3425,3.33,Medium Risk
229062,26,Male,Pune,75,13914,198,256,252,0.2,3,0.98,COD,Yes,churned,Medium,High,Churn Risk,5270,2.64,Medium Risk
229063,45,Male,Pune,109,19050,348,184,318,0.02,13,0.62,Card,Yes,churned,High,High,Churn Risk,5967,3.19,Medium Risk
229064,41,Female,Bangalore,97,19410,94,264,126,0.1,23,0.44,COD,Yes,churned,High,High,Churn Risk,20029,0.97,Medium Risk
229065,45,Male,Delhi,80,18702,373,54,355,0.54,19,0.04,Card,No,stayed,High,Low,Churn Risk,4011,4.66,Medium Risk
229066,41,Male,Bangalore,3,6083,64,204,269,0.33,7,0.36,NetBanking,Yes,churned,Medium,High,Churn Risk,285,21.33,Medium Risk
229067,32,Female,Mumbai,22,12609,108,248,91,0.74,19,0.73,UPI,No,stayed,Medium,High,Churn Risk,2569,4.91,Medium Risk
229068,56,Male,Chennai,94,4909,221,115,89,0.9,26,0.07,UPI,Yes,churned,Low,Medium,Dormant,2088,2.35,Medium Risk
229069,67,Female,Pune,65,13072,334,111,20,0.54,11,0.01,Card,No,stayed,Medium,Medium,Active,2544,5.14,Medium Risk
229070,50,Male,Chennai,72,6485,161,174,188,0.54,20,0.06,COD,No,stayed,Medium,Medium,Churn Risk,2900,2.24,Medium Risk
229071,64,Male,Chennai,65,1134,77,63,175,0.97,19,0.73,Card,Yes,churned,Low,Low,Churn Risk,957,1.18,Medium Risk
229072,51,Male,Delhi,9,597,180,153,116,0.92,22,0.16,NetBanking,Yes,churned,Low,Medium,Churn Risk,30,20,Medium Risk
229073,39,Male,Bangalore,81,15323,362,51,287,0.15,13,0.32,COD,Yes,churned,High,Low,Churn Risk,3429,4.47,Medium Risk
229074,46,Female,Mumbai,93,9656,129,116,361,0.74,21,0.09,UPI,Yes,churned,Medium,Medium,Churn Risk,6961,1.39,Medium Risk
229075,51,Male,Chennai,69,19345,105,288,314,0.54,4,0.15,Card,Yes,churned,High,High,Churn Risk,12712,1.52,Medium Risk
229076,59,Male,Delhi,86,5721,129,246,354,1,7,0.55,Card,Yes,churned,Medium,High,Churn Risk,3814,1.5,Medium Risk
229077,69,Male,Mumbai,110,17579,88,241,270,0.45,14,0.72,COD,No,stayed,High,High,Churn Risk,21974,0.8,Medium Risk
229078,64,Female,Hyderabad,98,15119,11,53,34,0.51,4,0.82,UPI,No,stayed,High,Low,Dormant,134697,0.11,Medium Risk
229079,27,Female,Hyderabad,24,14594,349,17,326,0.4,12,0.72,NetBanking,No,stayed,Medium,Low,Churn Risk,1004,14.54,Medium Risk
229080,68,Female,Kolkata,92,2811,133,167,162,0.14,11,0.08,UPI,Yes,churned,Low,Medium,Churn Risk,1944,1.45,Medium Risk
229081,62,Female,Kolkata,94,19157,247,269,202,0.96,9,0.09,UPI,Yes,churned,High,High,Churn Risk,7291,2.63,Medium Risk
229082,47,Female,Pune,50,17694,182,164,246,0.04,10,0.45,NetBanking,Yes,churned,High,Medium,Churn Risk,4861,3.64,Medium Risk
229083,28,Female,Chennai,39,11844,311,174,328,0.21,7,0.03,Card,Yes,churned,Medium,Medium,Churn Risk,1485,7.97,Medium Risk
229084,51,Female,Pune,43,6461,283,236,66,0.1,7,0.4,UPI,No,stayed,Medium,High,Dormant,982,6.58,Medium Risk
229085,38,Female,Delhi,109,10125,38,115,166,0.43,22,0.71,Card,No,stayed,Medium,Medium,Churn Risk,29043,0.35,Medium Risk
229086,30,Female,Hyderabad,53,10280,376,191,249,0.16,3,0.92,Card,Yes,churned,Medium,High,Churn Risk,1449,7.09,Medium Risk
229087,42,Female,Mumbai,31,4980,366,37,121,0.5,2,0.59,NetBanking,Yes,churned,Low,Low,Churn Risk,422,11.81,Medium Risk
229088,38,Female,Hyderabad,40,9983,365,274,164,0.64,13,0.97,UPI,No,stayed,Medium,High,Churn Risk,1094,9.13,Medium Risk
229089,18,Male,Pune,79,7198,397,260,197,0.4,3,0.12,Card,No,stayed,Medium,High,Churn Risk,1432,5.03,Medium Risk
229090,22,Male,Bangalore,103,6505,98,139,130,0.08,29,0.8,COD,No,stayed,Medium,Medium,Churn Risk,6837,0.95,Medium Risk
229091,39,Female,Bangalore,25,501,2,116,86,0.67,4,0.89,UPI,No,stayed,Low,Medium,Dormant,6263,0.08,Medium Risk
229092,24,Male,Mumbai,78,14055,284,56,221,0.66,28,0.8,Card,Yes,churned,Medium,Low,Churn Risk,3860,3.64,Medium Risk
229093,30,Male,Kolkata,21,14793,218,201,257,0.49,15,0.01,COD,Yes,churned,Medium,High,Churn Risk,1425,10.38,Medium Risk
229094,62,Female,Chennai,24,6592,389,116,39,0.48,11,0.38,NetBanking,Yes,churned,Medium,Medium,Dormant,407,16.21,Medium Risk
229095,69,Male,Bangalore,22,4242,379,73,19,0.09,7,0.06,NetBanking,No,stayed,Low,Low,Active,246,17.23,Medium Risk
229096,40,Female,Delhi,20,4706,46,128,187,0.1,2,0.21,NetBanking,No,stayed,Low,Medium,Churn Risk,2046,2.3,Medium Risk
229097,38,Female,Delhi,11,10513,143,14,157,0.02,13,0.15,Card,No,stayed,Medium,Low,Churn Risk,809,13,Medium Risk
229098,23,Male,Pune,40,13873,232,130,27,0.18,24,0.22,NetBanking,Yes,churned,Medium,Medium,Active,2392,5.8,Medium Risk
229099,37,Male,Delhi,44,2255,272,199,324,0.57,12,0.78,Card,Yes,churned,Low,High,Churn Risk,365,6.18,Medium Risk
229100,29,Female,Delhi,105,3827,262,187,85,0.82,22,0.29,COD,No,stayed,Low,High,Dormant,1534,2.5,Medium Risk
229101,57,Female,Mumbai,96,7561,319,199,10,0.36,27,0.89,NetBanking,No,stayed,Medium,High,Active,2275,3.32,Low Risk
229102,26,Male,Mumbai,79,4434,260,75,354,0.2,21,0.23,Card,No,stayed,Low,Low,Churn Risk,1347,3.29,Medium Risk
229103,67,Male,Mumbai,7,7101,237,270,3,0.22,25,0.29,UPI,No,stayed,Medium,High,Highly Active,210,33.86,Low Risk
229104,45,Male,Mumbai,85,3256,185,110,101,0.52,27,0.54,NetBanking,No,stayed,Low,Medium,Churn Risk,1496,2.18,Medium Risk
229105,28,Male,Hyderabad,46,8641,166,229,312,0.6,5,0.07,NetBanking,No,stayed,Medium,High,Churn Risk,2394,3.61,Medium Risk
229106,69,Female,Bangalore,69,7566,275,197,55,0.57,5,0.06,Card,No,stayed,Medium,High,Dormant,1898,3.99,Medium Risk
229107,49,Male,Chennai,118,3634,90,290,71,0.87,7,0.24,NetBanking,No,stayed,Low,High,Dormant,4765,0.76,Medium Risk
229108,28,Male,Bangalore,75,19452,312,194,170,0.27,17,0.15,NetBanking,No,stayed,High,High,Churn Risk,4676,4.16,Medium Risk
229109,41,Female,Chennai,61,2732,218,207,240,0.89,8,0.32,Card,Yes,churned,Low,High,Churn Risk,764,3.57,Medium Risk
229110,32,Female,Delhi,93,10315,43,177,209,0.22,22,0.3,NetBanking,No,stayed,Medium,Medium,Churn Risk,22309,0.46,Medium Risk
229111,58,Male,Pune,42,3566,390,46,196,0.51,25,0.82,Card,No,stayed,Low,Low,Churn Risk,384,9.29,Medium Risk
229112,52,Male,Hyderabad,106,4132,354,11,202,0.43,7,0.6,UPI,No,stayed,Low,Low,Churn Risk,1237,3.34,Medium Risk
229113,34,Male,Hyderabad,74,9979,192,132,18,0.41,10,0.69,COD,No,stayed,Medium,Medium,Active,3846,2.59,Medium Risk
229114,42,Male,Hyderabad,56,19720,77,279,84,0.43,2,0.62,COD,No,stayed,High,High,Dormant,14342,1.38,Medium Risk
229115,66,Male,Bangalore,44,1154,106,84,55,0.71,23,0.73,UPI,No,stayed,Low,Medium,Dormant,479,2.41,Medium Risk
229116,52,Female,Hyderabad,37,3231,157,81,212,0.51,29,0.2,NetBanking,Yes,churned,Low,Medium,Churn Risk,761,4.24,Medium Risk
229117,36,Female,Bangalore,33,16622,362,280,180,0.59,4,0.63,NetBanking,Yes,churned,High,High,Churn Risk,1515,10.97,Medium Risk
229118,58,Female,Kolkata,92,16990,126,160,332,0.22,14,0.45,Card,No,stayed,High,Medium,Churn Risk,12405,1.37,Medium Risk
229119,48,Female,Pune,52,4951,135,179,141,0.04,2,0.32,UPI,No,stayed,Low,Medium,Churn Risk,1907,2.6,Medium Risk
229120,34,Male,Chennai,36,3019,7,155,97,0.32,25,0.61,UPI,No,stayed,Low,Medium,Churn Risk,15526,0.19,Medium Risk
229121,67,Male,Delhi,16,7136,52,254,344,0.95,17,0.68,COD,No,stayed,Medium,High,Churn Risk,2196,3.25,Medium Risk
229122,40,Female,Mumbai,29,2259,287,221,177,0.12,29,0.56,UPI,No,stayed,Low,High,Churn Risk,228,9.9,Medium Risk
229123,64,Male,Pune,102,13423,251,257,14,0.41,0,0.62,UPI,No,stayed,Medium,High,Active,5455,2.46,Medium Risk
229124,18,Male,Delhi,7,10619,40,58,100,0.06,26,0.05,Card,No,stayed,Medium,Low,Churn Risk,1858,5.71,Medium Risk
229125,27,Female,Pune,108,15343,22,50,239,0.67,2,0.73,Card,No,stayed,High,Low,Churn Risk,75320,0.2,Medium Risk
229126,25,Male,Chennai,76,7501,362,27,89,0.83,10,0.93,COD,No,stayed,Medium,Low,Dormant,1575,4.76,High Risk
229127,59,Female,Bangalore,89,14345,314,21,245,0.06,18,0.52,Card,No,stayed,Medium,Low,Churn Risk,4066,3.53,Medium Risk
229129,51,Male,Hyderabad,4,6311,332,241,203,0.32,4,0.21,COD,Yes,churned,Medium,High,Churn Risk,76,83,Medium Risk
229132,25,Male,Kolkata,118,12488,236,268,71,0.47,12,0.46,NetBanking,No,stayed,Medium,High,Dormant,6244,2,Medium Risk
229133,68,Male,Hyderabad,31,3989,5,186,10,0.58,15,0.58,COD,No,stayed,Low,High,Active,24732,0.16,Medium Risk
229134,18,Female,Delhi,88,7928,125,280,141,0,19,0.35,NetBanking,No,stayed,Medium,High,Churn Risk,5581,1.42,Medium Risk
229135,65,Male,Bangalore,80,13291,208,141,0,0.14,20,0.03,Card,No,stayed,Medium,Medium,Highly Active,5112,2.6,Low Risk
229136,42,Female,Hyderabad,14,10070,238,287,83,0.58,11,0.67,COD,No,stayed,Medium,High,Dormant,592,17,Medium Risk
229138,64,Male,Pune,103,7607,129,22,24,0.05,3,0.79,NetBanking,No,stayed,Medium,Low,Active,6074,1.25,Medium Risk
229139,37,Female,Hyderabad,95,18678,214,253,318,0.11,14,0.24,Card,No,stayed,High,High,Churn Risk,8292,2.25,Medium Risk
229140,47,Male,Kolkata,14,7348,157,277,108,0.05,23,0.51,NetBanking,No,stayed,Medium,High,Churn Risk,655,11.21,Medium Risk
229141,22,Female,Mumbai,82,14731,231,141,70,0.2,19,0.8,Card,Yes,churned,Medium,Medium,Dormant,5229,2.82,Medium Risk
229142,20,Male,Hyderabad,105,12958,57,150,156,0.7,4,0.81,COD,No,stayed,Medium,Medium,Churn Risk,23870,0.54,Medium Risk
229143,49,Male,Chennai,49,16921,201,107,294,0.11,23,0.29,COD,Yes,churned,High,Medium,Churn Risk,4125,4.1,Medium Risk
229144,34,Male,Delhi,54,11120,65,119,297,0.12,13,0.44,COD,No,stayed,Medium,Medium,Churn Risk,9238,1.2,Medium Risk
229145,59,Female,Hyderabad,2,2259,133,217,123,0.46,12,0.73,NetBanking,No,stayed,Low,High,Churn Risk,34,66.5,Medium Risk
229146,22,Male,Chennai,100,13780,175,298,321,0.61,14,0.96,UPI,No,stayed,Medium,High,Churn Risk,7874,1.75,Medium Risk
229147,28,Male,Mumbai,26,1869,220,177,299,0.25,10,0.65,NetBanking,No,stayed,Low,Medium,Churn Risk,221,8.46,Medium Risk
229148,55,Female,Hyderabad,103,7812,192,248,204,0.78,16,0.68,NetBanking,Yes,churned,Medium,High,Churn Risk,4191,1.86,Medium Risk
229149,21,Female,Chennai,86,3254,237,280,205,0.69,2,0.59,COD,No,stayed,Low,High,Churn Risk,1181,2.76,Medium Risk
229150,56,Male,Delhi,45,16238,84,264,59,0.89,8,0.79,COD,Yes,churned,High,High,Dormant,8699,1.87,Medium Risk
229151,36,Female,Hyderabad,2,18255,295,214,25,0.98,8,0.61,UPI,Yes,churned,High,High,Active,124,147.5,Medium Risk
229152,56,Female,Kolkata,48,17240,282,282,332,0.33,1,0.48,UPI,Yes,churned,High,High,Churn Risk,2934,5.88,Medium Risk
229153,63,Female,Mumbai,104,9918,385,49,312,0.52,12,1,UPI,No,stayed,Medium,Low,Churn Risk,2679,3.7,Medium Risk
229154,66,Male,Chennai,8,8696,293,42,142,0.8,24,0.27,Card,No,stayed,Medium,Low,Churn Risk,237,36.63,Medium Risk
229155,40,Male,Chennai,108,18220,347,299,255,0.38,14,0.5,COD,Yes,churned,High,High,Churn Risk,5671,3.21,Medium Risk
229156,34,Male,Hyderabad,79,7691,387,105,317,0.29,6,0.03,Card,Yes,churned,Medium,Medium,Churn Risk,1570,4.9,Medium Risk
229157,30,Female,Hyderabad,85,16514,56,36,56,0.69,23,0.17,Card,Yes,churned,High,Low,Dormant,25066,0.66,Medium Risk
229158,44,Male,Chennai,108,6902,145,234,288,0.92,28,0.04,NetBanking,No,stayed,Medium,High,Churn Risk,5141,1.34,Medium Risk
229160,19,Female,Mumbai,11,7180,274,226,305,0.56,3,0.09,Card,Yes,churned,Medium,High,Churn Risk,288,24.91,Medium Risk
229161,35,Female,Mumbai,90,8893,59,299,315,0.57,0,0.79,Card,Yes,churned,Medium,High,Churn Risk,13566,0.66,Medium Risk
229162,53,Female,Hyderabad,23,7892,310,87,53,0.21,10,0.04,NetBanking,No,stayed,Medium,Medium,Dormant,586,13.48,Medium Risk
229163,62,Male,Chennai,16,19586,235,261,350,0.98,22,0.38,Card,Yes,churned,High,High,Churn Risk,1334,14.69,Medium Risk
229164,50,Female,Mumbai,45,8031,346,6,220,0.99,28,0.34,COD,No,stayed,Medium,Low,Churn Risk,1044,7.69,High Risk
